"term","fullTerm"
"umbel:relatesToAbstraction","http://umbel.org/umbel#relatesToAbstraction"
"umbel:relatesToAudioInfo","http://umbel.org/umbel#relatesToAudioInfo"
"umbel:relatesToDrug","http://umbel.org/umbel#relatesToDrug"
"locah:dateBirth","http://data.archiveshub.ac.uk/def/dateBirth"
"mads:birthDate","http://www.loc.gov/mads/rdf/v1#birthDate"
"vcard:bday","http://www.w3.org/2006/vcard/ns#bday"
"gndo:dateOfBirth","http://d-nb.info/standards/elementset/gnd#dateOfBirth"
"dicom:Tag.0010.0030","http://purl.org/healthcarevocab/v1#Tag.0010.0030"
"dbpedia-owl:birthDate","http://dbpedia.org/ontology/birthDate"
"locah:dateDeath","http://data.archiveshub.ac.uk/def/dateDeath"
"rdf:type","http://www.w3.org/1999/02/22-rdf-syntax-ns#type"
"rdfs:label","http://www.w3.org/2000/01/rdf-schema#label"
"gndo:dateOfDeath","http://d-nb.info/standards/elementset/gnd#dateOfDeath"
"rdag2:dateOfDeath","http://rdvocab.info/ElementsGr2/dateOfDeath"
"cwrc:deathDateOf","http://sparql.cwrc.ca/ontologies/cwrc#deathDateOf"
"rdau:P60598","http://rdaregistry.info/Elements/u/P60598"
"shoah:dateOfDeath","http://dati.cdec.it/lod/shoah/dateOfDeath"
"ov:dateOfDeath","http://open.vocab.org/terms/dateOfDeath"
"rdaa:P50120","http://rdaregistry.info/Elements/a/P50120"
"bio:Birth","http://purl.org/vocab/bio/0.1/Birth"
"dbpedia-owl:birthPlace","http://dbpedia.org/ontology/birthPlace"
"dbpedia-owl:Birth","http://dbpedia.org/ontology/Birth"
"gen:birth","http://purl.org/gen/0.1#birth"
"bio:birth","http://purl.org/vocab/bio/0.1/birth"
"ov:Birth","http://open.vocab.org/terms/Birth"
"crm:E67_Birth","http://www.cidoc-crm.org/cidoc-crm/E67_Birth"
"foaf:birthday","http://xmlns.com/foaf/0.1/birthday"
"gndo:placeOfBirth","http://d-nb.info/standards/elementset/gnd#placeOfBirth"
"bio:Death","http://purl.org/vocab/bio/0.1/Death"
"biotop:Death","http://purl.org/biotop/biotop.owl#Death"
"dbpedia-owl:deathPlace","http://dbpedia.org/ontology/deathPlace"
"dbpedia-owl:Death","http://dbpedia.org/ontology/Death"
"pext:Death","http://www.ontotext.com/proton/protonext#Death"
"bio:death","http://purl.org/vocab/bio/0.1/death"
"gen:death","http://purl.org/gen/0.1#death"
"gndo:placeOfDeath","http://d-nb.info/standards/elementset/gnd#placeOfDeath"
"gndo:dateOfBirthAndDeath","http://d-nb.info/standards/elementset/gnd#dateOfBirthAndDeath"
"ha:Kitchen","http://sensormeasurement.appspot.com/ont/home/homeActivity#Kitchen"
"seasbo:Kitchen","https://w3id.org/seas/Kitchen"
"dogont:Kitchen","http://elite.polito.it/ontologies/dogont.owl#Kitchen"
"spfood:KitchenTool","http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#KitchenTool"
"lgdo:KitchenShop","http://linkedgeodata.org/ontology/KitchenShop"
"ha:Kitchen_Activity","http://sensormeasurement.appspot.com/ont/home/homeActivity#Kitchen_Activity"
"ha:Kitchen_Appliance","http://sensormeasurement.appspot.com/ont/home/homeActivity#Kitchen_Appliance"
"dogont:CoffeeMaker","http://elite.polito.it/ontologies/dogont.owl#CoffeeMaker"
"dogont:Oven","http://elite.polito.it/ontologies/dogont.owl#Oven"
"dogont:BuildingEnvironment","http://elite.polito.it/ontologies/dogont.owl#BuildingEnvironment"
"schema:url","http://schema.org/url"
"vcard:url","http://www.w3.org/2006/vcard/ns#url"
"conversion:Curl","http://purl.org/twc/vocab/conversion/Curl"
"og:url","http://ogp.me/ns#url"
"kees:url","http://linkeddata.center/kees/v1#url"
"cl:url","http://advene.org/ns/cinelab/ld#url"
"cis:url","http://dati.beniculturali.it/cis/url"
"dvia:url","http://purl.org/ontology/dvia#url"
"oecc:url","http://www.oegov.org/core/owl/cc#url"
"csvw:url","http://www.w3.org/ns/csvw#url"
"rdfs:isDefinedBy","http://www.w3.org/2000/01/rdf-schema#isDefinedBy"
"ov:isDefinedBy","http://open.vocab.org/terms/isDefinedBy"
"onc:isDefinedBy","http://www.ics.forth.gr/isl/oncm/core#isDefinedBy"
"emotion:isDefinedBy","http://ns.inria.fr/emoca#isDefinedBy"
"nrl:semanticsDefinedBy","http://www.semanticdesktop.org/ontologies/2007/08/15/nrl#semanticsDefinedBy"
"cwmo:criteriaIsDefinedBy","http://purl.org/cwmo/#criteriaIsDefinedBy"
"akt:has-amount","http://www.aktors.org/ontology/portal#has-amount"
"akt:Amount-Of-Money","http://www.aktors.org/ontology/portal#Amount-Of-Money"
"dul:Amount","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Amount"
"edac:Amount","http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#Amount"
"schema:amount","http://schema.org/amount"
"ocds:valueAmount","http://purl.org/onto-ocds/ocds#valueAmount"
"oml:amount","http://def.seegrid.csiro.au/ontology/om/om-lite#amount"
"pay:netAmount","http://reference.data.gov.uk/def/payment#netAmount"
"pext:Seamount","http://www.ontotext.com/proton/protonext#Seamount"
"ispra:amountFinanced","http://dati.isprambiente.it/ontology/core#amountFinanced"
"dbpedia-owl:assets","http://dbpedia.org/ontology/assets"
"adms:Identifier","http://www.w3.org/ns/adms#Identifier"
"ebucore:isRelatedTo","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#isRelatedTo"
"pns:hasAsset","http://data.press.net/ontology/stuff/hasAsset"
"ebucore:isReferencedBy","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#isReferencedBy"
"adms:translation","http://www.w3.org/ns/adms#translation"
"ontosec:Asset","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#Asset"
"ebucore:references","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#references"
"schema:netWorth","http://schema.org/netWorth"
"ebucore:isRequiredBy","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#isRequiredBy"
"obo:OBI_0001135","http://purl.obolibrary.org/obo/OBI_0001135"
"ceo:hasWhiteBalance","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasWhiteBalance"
"ceo:WhiteBalance","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#WhiteBalance"
"ceo:hasColorBalance","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasColorBalance"
"obo:OBI_0001091","http://purl.obolibrary.org/obo/OBI_0001091"
"obo:OBI_0001104","http://purl.obolibrary.org/obo/OBI_0001104"
"obo:OBI_0001066","http://purl.obolibrary.org/obo/OBI_0001066"
"ssn:SensorDataSheet","http://purl.oclc.org/NET/ssnx/ssn#SensorDataSheet"
"w3c-ssn:SensorDataSheet","https://www.w3.org/ns/ssn/SensorDataSheet"
"aws:TippingBucketRainGaugeWithCorrectionAlgorithmTbrgSc","http://purl.oclc.org/NET/ssnx/meteo/aws#TippingBucketRainGaugeWithCorrectionAlgorithmTbrgSc"
"essglobal:OtherCosts","http://purl.org/essglobal/vocab/OtherCosts"
"vivo:grantDirectCosts","http://vivoweb.org/ontology/core#grantDirectCosts"
"essglobal:hasOtherCosts","http://purl.org/essglobal/vocab/hasOtherCosts"
"schema:PaymentChargeSpecification","http://schema.org/PaymentChargeSpecification"
"pproc:ContractAdditionalObligations","http://contsem.unizar.es/def/sector-publico/pproc#ContractAdditionalObligations"
"s4ee:ResumeCostEstimated","https://w3id.org/saref4ee#ResumeCostEstimated"
"essglobal:Cost","http://purl.org/essglobal/vocab/Cost"
"acco:includedFeature","http://purl.org/acco/ns#includedFeature"
"acco:optionalFeature","http://purl.org/acco/ns#optionalFeature"
"essglobal:CostComposition","http://purl.org/essglobal/vocab/CostComposition"
"dbpedia-owl:capital","http://dbpedia.org/ontology/capital"
"osr:Capital","http://contextus.net/ontology/ontomedia/core/space#Capital"
"dbpedia-owl:Capital","http://dbpedia.org/ontology/Capital"
"pext:Capital","http://www.ontotext.com/proton/protonext#Capital"
"lv:stocksize","http://purl.org/lobid/lv#stocksize"
"geof:Capital_Territory","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#Capital_Territory"
"bf:StockNumber","http://id.loc.gov/ontologies/bibframe/StockNumber"
"geof:Capital_City","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#Capital_City"
"juso:CapitalDistrict","http://rdfs.co/juso/CapitalDistrict"
"pext:StockExchange","http://www.ontotext.com/proton/protonext#StockExchange"
"geof:Capital_Municipality","http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#Capital_Municipality"
"dbpedia-owl:capitalCoordinates","http://dbpedia.org/ontology/capitalCoordinates"
"dbpedia-owl:capitalPlace","http://dbpedia.org/ontology/capitalPlace"
"dbpedia-owl:operatingSystem","http://dbpedia.org/ontology/operatingSystem"
"dbpedia-owl:gross","http://dbpedia.org/ontology/gross"
"pay:grossAmount","http://reference.data.gov.uk/def/payment#grossAmount"
"atm:operatingCarrier","https://data.nasa.gov/ontologies/atmonto/ATM#operatingCarrier"
"w3c-ssn:OperatingRange","https://www.w3.org/ns/ssn/OperatingRange"
"doap:os","http://usefulinc.com/ns/doap#os"
"ssn:OperatingProperty","http://purl.oclc.org/NET/ssnx/ssn#OperatingProperty"
"w3c-ssn:OperatingProperty","https://www.w3.org/ns/ssn/OperatingProperty"
"prv:operatedBy","http://purl.org/net/provenance/ns#operatedBy"
"essglobal:salesMarginPercentage","http://purl.org/essglobal/vocab/salesMarginPercentage"
"essglobal:salesMarginValue","http://purl.org/essglobal/vocab/salesMarginValue"
"stac:OperatingSystemAttack","http://securitytoolbox.appspot.com/stac#OperatingSystemAttack"
"ceo:hasOperatingTime","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasOperatingTime"
"dbpedia-owl:position","http://dbpedia.org/ontology/position"
"gov:position","http://gov.genealogy.net/ontology.owl#position"
"gov:Position","http://gov.genealogy.net/ontology.owl#Position"
"bio:position","http://purl.org/vocab/bio/0.1/position"
"isoadr:Address.position","http://reference.data.gov.au/def/ont/iso19160-1-address#Address.position"
"oae:position","http://www.ics.forth.gr/isl/oae/core#position"
"sio:SIO_000056","http://semanticscience.org/resource/SIO_000056"
"isoadr:AddressableObject.position","http://reference.data.gov.au/def/ont/iso19160-1-address#AddressableObject.position"
"dbpedia-owl:netIncome","http://dbpedia.org/ontology/netIncome"
"poder:FinancialInformation","http://dev.poderopedia.com/vocab/FinancialInformation"
"xbrll:FinancialEntity","https://w3id.org/vocab/xbrll#FinancialEntity"
"xbrll:FinancialReport","https://w3id.org/vocab/xbrll#FinancialReport"
"frapo:FinancialEntity","http://purl.org/cerif/frapo/FinancialEntity"
"km4c:FinancialService","http://www.disit.org/km4city/schema#FinancialService"
"acm:J.1.2","http://acm.rkbexplorer.com/ontologies/acm#J.1.2"
"km4c:Financial_institute","http://www.disit.org/km4city/schema#Financial_institute"
"dbpedia-owl:cost","http://dbpedia.org/ontology/cost"
"dbpedia-owl:sales","http://dbpedia.org/ontology/sales"
"dbpedia-owl:Sales","http://dbpedia.org/ontology/Sales"
"gr:LocationOfSalesOrServiceProvisioning","http://purl.org/goodrelations/v1#LocationOfSalesOrServiceProvisioning"
"pext:fiscalSales","http://www.ontotext.com/proton/protonext#fiscalSales"
"dbpedia-owl:programCost","http://dbpedia.org/ontology/programCost"
"dbpedia-owl:unitCost","http://dbpedia.org/ontology/unitCost"
"km4c:Repair_of_sporting_goods","http://www.disit.org/km4city/schema#Repair_of_sporting_goods"
"odv:salaryCostOfReports","http://reference.data.gov.uk/def/organogram/salaryCostOfReports"
"km4c:Manufacture_of_sports_goods","http://www.disit.org/km4city/schema#Manufacture_of_sports_goods"
"km4c:Repair_of_footwear_and_leather_goods","http://www.disit.org/km4city/schema#Repair_of_footwear_and_leather_goods"
"dbpedia-owl:numberSold","http://dbpedia.org/ontology/numberSold"
"frapo:NotForProfitOrganization","http://purl.org/cerif/frapo/NotForProfitOrganization"
"dbpedia-owl:Non-ProfitOrganisation","http://dbpedia.org/ontology/Non-ProfitOrganisation"
"gdprt:NotForProfitOrg","https://w3id.org/GDPRtEXT#NotForProfitOrg"
"ebucore:hasStaff","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasStaff"
"lyou:contact-staff","http://purl.org/linkingyou/contact-staff"
"dbpedia-owl:staff","http://dbpedia.org/ontology/staff"
"rov:RegisteredOrganization","http://www.w3.org/ns/regorg#RegisteredOrganization"
"dbpedia-owl:teachingStaff","http://dbpedia.org/ontology/teachingStaff"
"swpo:ManagementStaff","http://sw-portal.deri.org/ontologies/swportal#ManagementStaff"
"swpo:AdministrativeStaff","http://sw-portal.deri.org/ontologies/swportal#AdministrativeStaff"
"swpo:ResearchStaff","http://sw-portal.deri.org/ontologies/swportal#ResearchStaff"
"dbpedia-owl:closingDate","http://dbpedia.org/ontology/closingDate"
"lib:holdingsCount","http://purl.org/library/holdingsCount"
"schema:employee","http://schema.org/employee"
"rdarel2:employee","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/employee"
"isoadr:Address.employee","http://reference.data.gov.au/def/ont/iso19160-1-address#Address.employee"
"cro:count","http://rhizomik.net/ontologies/copyrightonto.owl#count"
"sql:Count","http://ns.inria.fr/ast/sql#Count"
"m3lite:Count","http://purl.org/iot/vocab/m3-lite#Count"
"sio:SIO_000794","http://semanticscience.org/resource/SIO_000794"
"sp:Count","http://spinrdf.org/sp#Count"
"nfo:count","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#count"
"odrl:count","http://www.w3.org/ns/odrl/2/count"
"meb:count","http://rdf.myexperiment.org/ontologies/base/count"
"gd:count","http://reference.data.gov/def/govdata/count"
"s4ee:totalSequencesCountMax","https://w3id.org/saref4ee#totalSequencesCountMax"
"dbpedia-owl:populationTotal","http://dbpedia.org/ontology/populationTotal"
"void:triples","http://rdfs.org/ns/void#triples"
"schema:Report","http://schema.org/Report"
"dq:report","http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#report"
"bibo:Report","http://purl.org/ontology/bibo/Report"
"sio:SIO_001026","http://semanticscience.org/resource/SIO_001026"
"wlo:populationTrend","http://purl.org/ontology/wo/populationTrend"
"sio:SIO_000527","http://semanticscience.org/resource/SIO_000527"
"datex:trafficTrendType","http://vocab.datex.org/terms#trafficTrendType"
"datex:parkingOccupancyTrend","http://vocab.datex.org/terms#parkingOccupancyTrend"
"datex:travelTimeTrendType","http://vocab.datex.org/terms#travelTimeTrendType"
"wlo:ConservationStatus","http://purl.org/ontology/wo/ConservationStatus"
"sio:SIO_000535","http://semanticscience.org/resource/SIO_000535"
"pext:Cape","http://www.ontotext.com/proton/protonext#Cape"
"disco:isPublic","http://rdf-vocabulary.ddialliance.org/discovery#isPublic"
"lgdo:IceCream","http://linkedgeodata.org/ontology/IceCream"
"bbcprov:public","http://www.bbc.co.uk/ontologies/provenance/public"
"lgdo:PublicBuilding","http://linkedgeodata.org/ontology/PublicBuilding"
"dbpedia-owl:PublicService","http://dbpedia.org/ontology/PublicService"
"lgdo:Manor","http://linkedgeodata.org/ontology/Manor"
"lgdo:DryCleaning","http://linkedgeodata.org/ontology/DryCleaning"
"ntag:isRelevant","http://ns.inria.fr/nicetag/2010/09/09/voc#isRelevant"
"seasto:isTradedBy","https://w3id.org/seas/isTradedBy"
"pext:PublicCompany","http://www.ontotext.com/proton/protonext#PublicCompany"
"dbpedia-owl:publiclyAccessible","http://dbpedia.org/ontology/publiclyAccessible"
"pext:tradedOn","http://www.ontotext.com/proton/protonext#tradedOn"
"akt:has-email-address","http://www.aktors.org/ontology/portal#has-email-address"
"awol:email","http://bblfish.net/work/atom-owl/2006-06-06/#email"
"akt:has-web-address","http://www.aktors.org/ontology/portal#has-web-address"
"obo:IAO_0000429","http://purl.obolibrary.org/obo/IAO_0000429"
"sio:SIO_001323","http://semanticscience.org/resource/SIO_001323"
"vcard:email","http://www.w3.org/2006/vcard/ns#email"
"vcard:Address","http://www.w3.org/2006/vcard/ns#Address"
"vcard:adr","http://www.w3.org/2006/vcard/ns#adr"
"obo:OBI_0001890","http://purl.obolibrary.org/obo/OBI_0001890"
"vcard:street-address","http://www.w3.org/2006/vcard/ns#street-address"
"con:preferredURI","http://www.w3.org/2000/10/swap/pim/contact#preferredURI"
"ebucore:Contact","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#Contact"
"cal:contact","http://www.w3.org/2002/12/cal/ical#contact"
"con:address","http://www.w3.org/2000/10/swap/pim/contact#address"
"md:contact","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#contact"
"ncal:contact","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#contact"
"nco:Contact","http://www.semanticdesktop.org/ontologies/2007/03/22/nco#Contact"
"ebucore:hasContact","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasContact"
"ebucore:hasRightsContact","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasRightsContact"
"og:phone_number","http://ogp.me/ns#phone_number"
"foaf:phone","http://xmlns.com/foaf/0.1/phone"
"ic:PhoneNumber","http://ontology.eil.utoronto.ca/icontact.owl#PhoneNumber"
"ov:phoneNumber","http://open.vocab.org/terms/phoneNumber"
"pext:PhoneNumber","http://www.ontotext.com/proton/protonext#PhoneNumber"
"dicom:OrderCallbackPhoneNumber","http://purl.org/healthcarevocab/v1#OrderCallbackPhoneNumber"
"sio:SIO_001320","http://semanticscience.org/resource/SIO_001320"
"sio:SIO_001325","http://semanticscience.org/resource/SIO_001325"
"gndo:oldAuthorityNumber","http://d-nb.info/standards/elementset/gnd#oldAuthorityNumber"
"umbel:isRelatedTo","http://umbel.org/umbel#isRelatedTo"
"summa:entity","http://purl.org/voc/summa/entity"
"sio:SIO_000000","http://semanticscience.org/resource/SIO_000000"
"ptop:Entity","http://www.ontotext.com/proton/protontop#Entity"
"vra:Entity","http://simile.mit.edu/2003/10/ontologies/vraCore3#Entity"
"dul:Entity","http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Entity"
"kees:Entity","http://linkeddata.center/kees/v1#Entity"
"eac-cpf:entity","http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/entity"
"oc:Entity","http://contextus.net/ontology/ontomedia/core/expression#Entity"
"swrc:keywords","http://swrc.ontoware.org/ontology#keywords"
"dcat:keyword","http://www.w3.org/ns/dcat#keyword"
"nie:keyword","http://www.semanticdesktop.org/ontologies/2007/01/19/nie#keyword"
"dita:Keyword","http://purl.org/dita/ns#Keyword"
"nif:keyword","http://persistence.uni-leipzig.org/nlp2rdf/ontologies/nif-core#keyword"
"bio:keywords","http://purl.org/vocab/bio/0.1/keywords"
"md:keyword","http://def.seegrid.csiro.au/isotc211/iso19115/2003/metadata#keyword"
"dita:keyword","http://purl.org/dita/ns#keyword"
"gvp:Concept","http://vocab.getty.edu/ontology#Concept"
